route_id,trip_id,trip_headsign,direction_id
L,105350_L..S01R,Canarsie-Rockaway Pkwy,1
L,105400_L..N02R,8 Av,0
L,105550_L..N01R,8 Av,0
L,105700_L..S01R,Canarsie-Rockaway Pkwy,1
L,105950_L..N01R,8 Av,0
L,106050_L..S01R,Canarsie-Rockaway Pkwy,1
L,106650_L..N01R,8 Av,0
L,106750_L..S01R,Canarsie-Rockaway Pkwy,1
L,107000_L..N01R,8 Av,0
L,107100_L..S01R,Canarsie-Rockaway Pkwy,1
L,107350_L..N01R,8 Av,0
L,107450_L..S01R,Canarsie-Rockaway Pkwy,1
L,108150_L..N02R,8 Av,0
L,108150_L..S01R,Canarsie-Rockaway Pkwy,1
L,108250_L..N01R,8 Av,0
L,108500_L..S01R,Canarsie-Rockaway Pkwy,1
L,108600_L..N01R,8 Av,0
L,108850_L..S01R,Canarsie-Rockaway Pkwy,1
L,108950_L..N01R,8 Av,0
L,109550_L..S01R,Canarsie-Rockaway Pkwy,1
L,109650_L..N01R,8 Av,0
L,109900_L..S01R,Canarsie-Rockaway Pkwy,1
L,110000_L..N01R,8 Av,0
L,110250_L..S01R,Canarsie-Rockaway Pkwy,1
L,110350_L..N01R,8 Av,0
L,110950_L..S01R,Canarsie-Rockaway Pkwy,1
L,111050_L..N01R,8 Av,0
L,111300_L..S01R,Canarsie-Rockaway Pkwy,1
L,111400_L..N01R,8 Av,0
L,111650_L..S01R,Canarsie-Rockaway Pkwy,1
L,111750_L..N01R,8 Av,0
L,112350_L..S01R,Canarsie-Rockaway Pkwy,1
L,112450_L..N01R,8 Av,0
L,112700_L..S01R,Canarsie-Rockaway Pkwy,1
L,112800_L..N01R,8 Av,0
L,113050_L..S01R,Canarsie-Rockaway Pkwy,1
L,113150_L..N01R,8 Av,0
L,113600_L..N01R,8 Av,0
L,113750_L..S01R,Canarsie-Rockaway Pkwy,1
L,114100_L..S01R,Canarsie-Rockaway Pkwy,1
L,114450_L..N01R,8 Av,0
L,114800_L..S01R,Canarsie-Rockaway Pkwy,1
L,114850_L..N01R,8 Av,0
L,115150_L..S01R,Canarsie-Rockaway Pkwy,1
L,115400_L..N01R,8 Av,0
L,115500_L..S01R,Canarsie-Rockaway Pkwy,1
L,115750_L..N01R,8 Av,0
L,115850_L..S01R,Canarsie-Rockaway Pkwy,1
L,116450_L..N01R,8 Av,0
L,116550_L..S01R,Canarsie-Rockaway Pkwy,1
L,116800_L..N01R,8 Av,0
L,117050_L..S01R,Canarsie-Rockaway Pkwy,1
L,117200_L..N01R,8 Av,0
L,117450_L..S01R,Canarsie-Rockaway Pkwy,1
L,117600_L..N01R,8 Av,0
L,117850_L..S01R,Canarsie-Rockaway Pkwy,1
L,118000_L..N01R,8 Av,0
L,118250_L..S01R,Canarsie-Rockaway Pkwy,1
L,118400_L..N01R,8 Av,0
L,118650_L..S01R,Canarsie-Rockaway Pkwy,1
L,118800_L..N01R,8 Av,0
L,119050_L..S01R,Canarsie-Rockaway Pkwy,1
L,119200_L..N01R,8 Av,0
L,119450_L..S01R,Canarsie-Rockaway Pkwy,1
L,119600_L..N01R,8 Av,0
L,119850_L..S01R,Canarsie-Rockaway Pkwy,1
L,120250_L..S01R,Canarsie-Rockaway Pkwy,1
L,120400_L..N01R,8 Av,0
L,120650_L..S01R,Canarsie-Rockaway Pkwy,1
L,120800_L..N01R,8 Av,0
L,121050_L..S01R,Canarsie-Rockaway Pkwy,1
L,121200_L..N01R,8 Av,0
L,121450_L..S01R,Canarsie-Rockaway Pkwy,1
L,121600_L..N01R,8 Av,0
L,121850_L..S01R,Canarsie-Rockaway Pkwy,1
L,122250_L..S01R,Canarsie-Rockaway Pkwy,1
L,122400_L..N01R,8 Av,0
L,122650_L..S01R,Canarsie-Rockaway Pkwy,1
L,122800_L..N01R,8 Av,0
L,123050_L..S01R,Canarsie-Rockaway Pkwy,1
L,123200_L..N01R,8 Av,0
L,123450_L..S01R,Canarsie-Rockaway Pkwy,1
L,123600_L..N01R,8 Av,0
L,123850_L..S01R,Canarsie-Rockaway Pkwy,1
L,124250_L..S01R,Canarsie-Rockaway Pkwy,1
L,124400_L..N01R,8 Av,0
L,124650_L..S01R,Canarsie-Rockaway Pkwy,1
L,125050_L..S01R,Canarsie-Rockaway Pkwy,1
L,125200_L..N01R,8 Av,0
L,125450_L..S01R,Canarsie-Rockaway Pkwy,1
L,125600_L..N01R,8 Av,0
L,125850_L..S01R,Canarsie-Rockaway Pkwy,1
L,126250_L..S01R,Canarsie-Rockaway Pkwy,1
L,126400_L..N01R,8 Av,0
L,126650_L..S01R,Canarsie-Rockaway Pkwy,1
L,127050_L..S01R,Canarsie-Rockaway Pkwy,1
L,127200_L..N01R,8 Av,0
L,127450_L..S01R,Canarsie-Rockaway Pkwy,1
L,127600_L..N01R,8 Av,0
L,127850_L..S01R,Canarsie-Rockaway Pkwy,1
L,128250_L..S01R,Canarsie-Rockaway Pkwy,1
L,128400_L..N01R,8 Av,0
L,128650_L..S01R,Canarsie-Rockaway Pkwy,1
L,129050_L..S01R,Canarsie-Rockaway Pkwy,1
L,129450_L..S01R,Canarsie-Rockaway Pkwy,1
L,129550_L..N01R,8 Av,0
L,129850_L..S01R,Canarsie-Rockaway Pkwy,1
L,130050_L..N01R,8 Av,0
L,130250_L..S01R,Canarsie-Rockaway Pkwy,1
L,130650_L..S01R,Canarsie-Rockaway Pkwy,1
L,130750_L..N01R,8 Av,0
L,131050_L..S01R,Canarsie-Rockaway Pkwy,1
L,131150_L..N01R,8 Av,0
L,131450_L..S01R,Canarsie-Rockaway Pkwy,1
L,131750_L..N01R,8 Av,0
L,131850_L..S01R,Canarsie-Rockaway Pkwy,1
L,132200_L..N01R,8 Av,0
L,132250_L..S01R,Canarsie-Rockaway Pkwy,1
L,132650_L..S01R,Canarsie-Rockaway Pkwy,1
L,132700_L..N01R,8 Av,0
L,133050_L..S01R,Canarsie-Rockaway Pkwy,1
L,133450_L..S01R,Canarsie-Rockaway Pkwy,1
L,133700_L..N01R,8 Av,0
L,133950_L..S01R,Canarsie-Rockaway Pkwy,1
L,134200_L..N01R,8 Av,0
L,134450_L..S01R,Canarsie-Rockaway Pkwy,1
L,134700_L..N01R,8 Av,0
L,134950_L..S01R,Canarsie-Rockaway Pkwy,1
L,135250_L..N01R,8 Av,0
L,135450_L..S01R,Canarsie-Rockaway Pkwy,1
L,135950_L..S01R,Canarsie-Rockaway Pkwy,1
L,136450_L..S01R,Canarsie-Rockaway Pkwy,1
L,136950_L..S01R,Canarsie-Rockaway Pkwy,1
L,137450_L..S01R,Canarsie-Rockaway Pkwy,1
L,138050_L..S01R,Canarsie-Rockaway Pkwy,1
L,138650_L..S01R,Canarsie-Rockaway Pkwy,1
L,139350_L..S01R,Canarsie-Rockaway Pkwy,1
L,140050_L..S01R,Canarsie-Rockaway Pkwy,1
L,140950_L..S01R,Canarsie-Rockaway Pkwy,1
M,001450_M..S35R,Middle Village-Metropolitan Av,1
M,002950_M..S35R,Middle Village-Metropolitan Av,1
M,004300_M..N35R,Myrtle Av,0
M,004500_M..S35R,Middle Village-Metropolitan Av,1
M,006200_M..S35R,Middle Village-Metropolitan Av,1
M,006300_M..N35R,Myrtle Av,0
M,008200_M..S35R,Middle Village-Metropolitan Av,1
M,008300_M..N35R,Myrtle Av,0
M,010200_M..S35R,Middle Village-Metropolitan Av,1
M,010300_M..N35R,Myrtle Av,0
M,012200_M..S35R,Middle Village-Metropolitan Av,1
M,012300_M..N35R,Myrtle Av,0
M,014200_M..S35R,Middle Village-Metropolitan Av,1
M,014300_M..N35R,Myrtle Av,0
M,016200_M..S35R,Middle Village-Metropolitan Av,1
M,016300_M..N35R,Myrtle Av,0
M,018200_M..S35R,Middle Village-Metropolitan Av,1
M,018300_M..N35R,Myrtle Av,0
M,020200_M..S35R,Middle Village-Metropolitan Av,1
M,020300_M..N35R,Myrtle Av,0
M,022200_M..S35R,Middle Village-Metropolitan Av,1
M,022300_M..N35R,Myrtle Av,0
M,024200_M..S35R,Middle Village-Metropolitan Av,1
M,024300_M..N35R,Myrtle Av,0
M,026200_M..S35R,Middle Village-Metropolitan Av,1
M,026300_M..N35R,Myrtle Av,0
M,028200_M..S35R,Middle Village-Metropolitan Av,1
M,028300_M..N35R,Myrtle Av,0
M,030200_M..S35R,Middle Village-Metropolitan Av,1
M,030300_M..N35R,Myrtle Av,0
M,032200_M..S35R,Middle Village-Metropolitan Av,1
M,032300_M..N35R,Myrtle Av,0
M,034200_M..S35R,Middle Village-Metropolitan Av,1
M,034300_M..N35R,Myrtle Av,0
M,036200_M..S35R,Middle Village-Metropolitan Av,1
M,036300_M..N35R,Myrtle Av,0
M,038200_M..S35R,Middle Village-Metropolitan Av,1
M,038300_M..N35R,Myrtle Av,0
M,040000_M..N35R,Myrtle Av,0
M,040200_M..S35R,Middle Village-Metropolitan Av,1
M,041500_M..N35R,Myrtle Av,0
M,042200_M..S35R,Middle Village-Metropolitan Av,1
M,043000_M..N35R,Myrtle Av,0
M,044100_M..S35R,Middle Village-Metropolitan Av,1
M,044500_M..N35R,Myrtle Av,0
M,045600_M..S35R,Middle Village-Metropolitan Av,1
M,046000_M..N35R,Myrtle Av,0
M,047100_M..S35R,Middle Village-Metropolitan Av,1
M,047500_M..N35R,Myrtle Av,0
M,048150_M..N37R,Delancey St-Essex St,0
M,048600_M..S35R,Middle Village-Metropolitan Av,1
M,049000_M..N35R,Myrtle Av,0
M,049650_M..N37R,Delancey St-Essex St,0
M,050200_M..S35R,Middle Village-Metropolitan Av,1
M,051300_M..N37R,Delancey St-Essex St,0
M,051700_M..S35R,Middle Village-Metropolitan Av,1
M,052100_M..S37R,Middle Village-Metropolitan Av,1
M,052700_M..N37R,Delancey St-Essex St,0
M,053600_M..S37R,Middle Village-Metropolitan Av,1
M,053900_M..N37R,Delancey St-Essex St,0
M,055100_M..N37R,Delancey St-Essex St,0
M,055100_M..S37R,Middle Village-Metropolitan Av,1
M,056300_M..N37R,Delancey St-Essex St,0
M,056450_M..S37R,Middle Village-Metropolitan Av,1
M,057500_M..N37R,Delancey St-Essex St,0
M,057650_M..S37R,Middle Village-Metropolitan Av,1
M,058700_M..N37R,Delancey St-Essex St,0
M,058850_M..S37R,Middle Village-Metropolitan Av,1
M,059900_M..N37R,Delancey St-Essex St,0
M,060050_M..S37R,Middle Village-Metropolitan Av,1
M,061100_M..N37R,Delancey St-Essex St,0
M,061250_M..S37R,Middle Village-Metropolitan Av,1
M,062300_M..N37R,Delancey St-Essex St,0
M,062450_M..S37R,Middle Village-Metropolitan Av,1
M,063500_M..N37R,Delancey St-Essex St,0
M,063650_M..S37R,Middle Village-Metropolitan Av,1
M,064700_M..N37R,Delancey St-Essex St,0
M,064850_M..S37R,Middle Village-Metropolitan Av,1
M,065700_M..N37R,Delancey St-Essex St,0
M,066050_M..S37R,Middle Village-Metropolitan Av,1
M,066700_M..N37R,Delancey St-Essex St,0
M,067050_M..S37R,Middle Village-Metropolitan Av,1
M,067700_M..N37R,Delancey St-Essex St,0
M,068250_M..S37R,Middle Village-Metropolitan Av,1
M,068700_M..N37R,Delancey St-Essex St,0
M,069250_M..S37R,Middle Village-Metropolitan Av,1
M,069700_M..N37R,Delancey St-Essex St,0
M,070250_M..S37R,Middle Village-Metropolitan Av,1
M,070700_M..N37R,Delancey St-Essex St,0
M,071250_M..S37R,Middle Village-Metropolitan Av,1
M,071700_M..N37R,Delancey St-Essex St,0
M,072250_M..S37R,Middle Village-Metropolitan Av,1
M,072700_M..N37R,Delancey St-Essex St,0
M,073250_M..S37R,Middle Village-Metropolitan Av,1
M,073700_M..N37R,Delancey St-Essex St,0
M,074250_M..S37R,Middle Village-Metropolitan Av,1
M,074700_M..N37R,Delancey St-Essex St,0
M,075250_M..S37R,Middle Village-Metropolitan Av,1
M,075700_M..N37R,Delancey St-Essex St,0
M,076250_M..S37R,Middle Village-Metropolitan Av,1
M,076700_M..N37R,Delancey St-Essex St,0
M,077250_M..S37R,Middle Village-Metropolitan Av,1
M,077700_M..N37R,Delancey St-Essex St,0
M,078250_M..S37R,Middle Village-Metropolitan Av,1
M,078700_M..N37R,Delancey St-Essex St,0
M,079250_M..S37R,Middle Village-Metropolitan Av,1
M,079700_M..N37R,Delancey St-Essex St,0
M,080250_M..S37R,Middle Village-Metropolitan Av,1
M,080700_M..N37R,Delancey St-Essex St,0
M,081250_M..S37R,Middle Village-Metropolitan Av,1
M,081700_M..N37R,Delancey St-Essex St,0
M,082250_M..S37R,Middle Village-Metropolitan Av,1
M,082700_M..N37R,Delancey St-Essex St,0
M,083250_M..S37R,Middle Village-Metropolitan Av,1
M,083700_M..N37R,Delancey St-Essex St,0
M,084250_M..S37R,Middle Village-Metropolitan Av,1
M,084700_M..N37R,Delancey St-Essex St,0
M,085250_M..S37R,Middle Village-Metropolitan Av,1
M,085700_M..N37R,Delancey St-Essex St,0
M,086250_M..S37R,Middle Village-Metropolitan Av,1
M,086700_M..N37R,Delancey St-Essex St,0
M,087250_M..S37R,Middle Village-Metropolitan Av,1
M,087700_M..N37R,Delancey St-Essex St,0
M,088250_M..S37R,Middle Village-Metropolitan Av,1
M,088700_M..N37R,Delancey St-Essex St,0
M,089250_M..S37R,Middle Village-Metropolitan Av,1
M,089700_M..N37R,Delancey St-Essex St,0
M,090250_M..S37R,Middle Village-Metropolitan Av,1
M,090700_M..N37R,Delancey St-Essex St,0
M,091250_M..S37R,Middle Village-Metropolitan Av,1
M,091700_M..N37R,Delancey St-Essex St,0
M,092250_M..S37R,Middle Village-Metropolitan Av,1
M,092700_M..N37R,Delancey St-Essex St,0
M,093250_M..S37R,Middle Village-Metropolitan Av,1
M,093700_M..N37R,Delancey St-Essex St,0
M,094250_M..S37R,Middle Village-Metropolitan Av,1
M,094500_M..N37R,Delancey St-Essex St,0
M,095250_M..S37R,Middle Village-Metropolitan Av,1
M,095300_M..N37R,Delancey St-Essex St,0
M,096100_M..N37R,Delancey St-Essex St,0
M,096250_M..S37R,Middle Village-Metropolitan Av,1
M,096900_M..N37R,Delancey St-Essex St,0
M,097050_M..S37R,Middle Village-Metropolitan Av,1
M,097700_M..N37R,Delancey St-Essex St,0
M,097850_M..S37R,Middle Village-Metropolitan Av,1
M,098500_M..N37R,Delancey St-Essex St,0
M,098650_M..S37R,Middle Village-Metropolitan Av,1
M,099300_M..N37R,Delancey St-Essex St,0
M,099450_M..S37R,Middle Village-Metropolitan Av,1
M,100100_M..N37R,Delancey St-Essex St,0
M,100250_M..S37R,Middle Village-Metropolitan Av,1
M,100900_M..N37R,Delancey St-Essex St,0
M,101050_M..S37R,Middle Village-Metropolitan Av,1
M,101700_M..N37R,Delancey St-Essex St,0
M,101850_M..S37R,Middle Village-Metropolitan Av,1
M,102500_M..N37R,Delancey St-Essex St,0
M,102650_M..S37R,Middle Village-Metropolitan Av,1
M,103300_M..N37R,Delancey St-Essex St,0
M,103450_M..S37R,Middle Village-Metropolitan Av,1
M,104200_M..N37R,Delancey St-Essex St,0
M,104250_M..S37R,Middle Village-Metropolitan Av,1
M,105050_M..S37R,Middle Village-Metropolitan Av,1
M,105100_M..N37R,Delancey St-Essex St,0
M,105850_M..S37R,Middle Village-Metropolitan Av,1
M,106100_M..N37R,Delancey St-Essex St,0
M,106650_M..S37R,Middle Village-Metropolitan Av,1
M,107100_M..N37R,Delancey St-Essex St,0
M,107650_M..S37R,Middle Village-Metropolitan Av,1
M,108100_M..N37R,Delancey St-Essex St,0
M,108650_M..S37R,Middle Village-Metropolitan Av,1
M,109100_M..N37R,Delancey St-Essex St,0
M,109650_M..S37R,Middle Village-Metropolitan Av,1
M,110100_M..N37R,Delancey St-Essex St,0
M,110650_M..S37R,Middle Village-Metropolitan Av,1
M,111100_M..N37R,Delancey St-Essex St,0
M,111650_M..S37R,Middle Village-Metropolitan Av,1
M,112100_M..N37R,Delancey St-Essex St,0
M,112650_M..S37R,Middle Village-Metropolitan Av,1
M,113100_M..N37R,Delancey St-Essex St,0
M,113650_M..S37R,Middle Village-Metropolitan Av,1
M,114100_M..N37R,Delancey St-Essex St,0
M,114650_M..S37R,Middle Village-Metropolitan Av,1
M,115100_M..N37R,Delancey St-Essex St,0
M,115650_M..S37R,Middle Village-Metropolitan Av,1
M,116100_M..N37R,Delancey St-Essex St,0
M,116650_M..S37R,Middle Village-Metropolitan Av,1
M,117100_M..N37R,Delancey St-Essex St,0
M,117650_M..S37R,Middle Village-Metropolitan Av,1
M,118100_M..N37R,Delancey St-Essex St,0
M,118650_M..S37R,Middle Village-Metropolitan Av,1
M,119100_M..N37R,Delancey St-Essex St,0
M,119650_M..S37R,Middle Village-Metropolitan Av,1
M,120100_M..N37R,Delancey St-Essex St,0
M,120650_M..S37R,Middle Village-Metropolitan Av,1
M,121100_M..N37R,Delancey St-Essex St,0
M,121650_M..S37R,Middle Village-Metropolitan Av,1
M,122100_M..N37R,Delancey St-Essex St,0
M,122650_M..S37R,Middle Village-Metropolitan Av,1
M,123200_M..N37R,Delancey St-Essex St,0
M,123650_M..S37R,Middle Village-Metropolitan Av,1
M,124400_M..N37R,Delancey St-Essex St,0
M,124650_M..S37R,Middle Village-Metropolitan Av,1
M,125600_M..N37R,Delancey St-Essex St,0
M,125650_M..S37R,Middle Village-Metropolitan Av,1
M,126850_M..S37R,Middle Village-Metropolitan Av,1
M,126900_M..N37R,Delancey St-Essex St,0
M,128050_M..S37R,Middle Village-Metropolitan Av,1
M,128250_M..N37R,Delancey St-Essex St,0
M,129250_M..S37R,Middle Village-Metropolitan Av,1
M,129550_M..N37R,Delancey St-Essex St,0
M,130450_M..S37R,Middle Village-Metropolitan Av,1
M,131150_M..N37R,Delancey St-Essex St,0
M,131650_M..S37R,Middle Village-Metropolitan Av,1
M,132650_M..N37R,Delancey St-Essex St,0
M,133050_M..S37R,Middle Village-Metropolitan Av,1
M,134150_M..N37R,Delancey St-Essex St,0
M,134550_M..S37R,Middle Village-Metropolitan Av,1
M,135600_M..N37R,Delancey St-Essex St,0
M,136050_M..S37R,Middle Village-Metropolitan Av,1
M,137100_M..N37R,Delancey St-Essex St,0
M,137550_M..S37R,Middle Village-Metropolitan Av,1
M,138350_M..N35R,Myrtle Av,0
M,139050_M..S37R,Middle Village-Metropolitan Av,1
M,139850_M..N35R,Myrtle Av,0
M,140250_M..S35R,Middle Village-Metropolitan Av,1
M,140550_M..S37R,Middle Village-Metropolitan Av,1
M,141350_M..N35R,Myrtle Av,0
M,142450_M..S35R,Middle Village-Metropolitan Av,1
M,142850_M..N35R,Myrtle Av,0
M,143950_M..S35R,Middle Village-Metropolitan Av,1
M,144500_M..N35R,Myrtle Av,0
M,146300_M..N35R,Myrtle Av,0
M,000000_M..S30R,Middle Village-Metropolitan Av,1
M,001500_M..S30R,Middle Village-Metropolitan Av,1
M,002400_M..N30R,Myrtle Av,0
M,003000_M..S30R,Middle Village-Metropolitan Av,1
M,004400_M..N30R,Myrtle Av,0
M,004500_M..S30R,Middle Village-Metropolitan Av,1
M,006200_M..S30R,Middle Village-Metropolitan Av,1
M,006400_M..N30R,Myrtle Av,0
M,008200_M..S30R,Middle Village-Metropolitan Av,1
M,008400_M..N30R,Myrtle Av,0
M,010200_M..S30R,Middle Village-Metropolitan Av,1
M,010400_M..N30R,Myrtle Av,0
M,012200_M..S30R,Middle Village-Metropolitan Av,1
M,034100_M..N35R,Myrtle Av,0
M,035100_M..N35R,Myrtle Av,0
M,036000_M..S35R,Middle Village-Metropolitan Av,1
M,036100_M..N35R,Myrtle Av,0
M,036950_M..N37R,Delancey St-Essex St,0
M,037200_M..S35R,Middle Village-Metropolitan Av,1
M,037500_M..N35R,Myrtle Av,0
M,038150_M..N37R,Delancey St-Essex St,0
M,038500_M..S35R,Middle Village-Metropolitan Av,1
M,038700_M..N35R,Myrtle Av,0
M,039350_M..N37R,Delancey St-Essex St,0
M,039700_M..S35R,Middle Village-Metropolitan Av,1
M,040350_M..S37R,Middle Village-Metropolitan Av,1
M,040550_M..N37R,Delancey St-Essex St,0
M,040900_M..S35R,Middle Village-Metropolitan Av,1
M,041650_M..S37R,Middle Village-Metropolitan Av,1
M,041750_M..N37R,Delancey St-Essex St,0
M,042850_M..S37R,Middle Village-Metropolitan Av,1
M,042950_M..N37R,Delancey St-Essex St,0
M,044050_M..S37R,Middle Village-Metropolitan Av,1
M,044100_M..N37R,Delancey St-Essex St,0
M,045200_M..N37R,Delancey St-Essex St,0
M,045250_M..S37R,Middle Village-Metropolitan Av,1
M,046300_M..N37R,Delancey St-Essex St,0
M,046550_M..S37R,Middle Village-Metropolitan Av,1
M,047300_M..N37R,Delancey St-Essex St,0
M,047650_M..S37R,Middle Village-Metropolitan Av,1
M,048300_M..N37R,Delancey St-Essex St,0
M,048750_M..S37R,Middle Village-Metropolitan Av,1
M,049100_M..N37R,Delancey St-Essex St,0
M,049850_M..S37R,Middle Village-Metropolitan Av,1
M,050300_M..N37R,Delancey St-Essex St,0
M,050850_M..S37R,Middle Village-Metropolitan Av,1
M,051850_M..S37R,Middle Village-Metropolitan Av,1
M,052300_M..N37R,Delancey St-Essex St,0
M,052850_M..S37R,Middle Village-Metropolitan Av,1
M,053250_M..N37R,Delancey St-Essex St,0
M,053850_M..S37R,Middle Village-Metropolitan Av,1
M,054050_M..N37R,Delancey St-Essex St,0
M,054850_M..N37R,Delancey St-Essex St,0
M,054850_M..S37R,Middle Village-Metropolitan Av,1
M,055650_M..N37R,Delancey St-Essex St,0
M,055850_M..S37R,Middle Village-Metropolitan Av,1
M,056450_M..N37R,Delancey St-Essex St,0
M,056600_M..S37R,Middle Village-Metropolitan Av,1
M,057250_M..N37R,Delancey St-Essex St,0
M,057300_M..S37R,Middle Village-Metropolitan Av,1
M,058050_M..N37R,Delancey St-Essex St,0
M,058200_M..S37R,Middle Village-Metropolitan Av,1
M,058800_M..N37R,Delancey St-Essex St,0
M,059000_M..S37R,Middle Village-Metropolitan Av,1
M,059600_M..N37R,Delancey St-Essex St,0
M,059800_M..S37R,Middle Village-Metropolitan Av,1
M,060400_M..N37R,Delancey St-Essex St,0
M,060600_M..S37R,Middle Village-Metropolitan Av,1
M,061200_M..N37R,Delancey St-Essex St,0
M,061400_M..S37R,Middle Village-Metropolitan Av,1
M,062000_M..N37R,Delancey St-Essex St,0
M,062200_M..S37R,Middle Village-Metropolitan Av,1
M,062800_M..N37R,Delancey St-Essex St,0
M,063000_M..S37R,Middle Village-Metropolitan Av,1
M,063600_M..N37R,Delancey St-Essex St,0
M,063800_M..S37R,Middle Village-Metropolitan Av,1
M,064400_M..N37R,Delancey St-Essex St,0
M,064600_M..S37R,Middle Village-Metropolitan Av,1
M,065200_M..N37R,Delancey St-Essex St,0
M,065400_M..S37R,Middle Village-Metropolitan Av,1
M,066000_M..N37R,Delancey St-Essex St,0
M,066200_M..S37R,Middle Village-Metropolitan Av,1
M,066800_M..N37R,Delancey St-Essex St,0
M,067000_M..S37R,Middle Village-Metropolitan Av,1
M,067600_M..N37R,Delancey St-Essex St,0
M,067800_M..S37R,Middle Village-Metropolitan Av,1
M,068400_M..N37R,Delancey St-Essex St,0
M,068600_M..S37R,Middle Village-Metropolitan Av,1
M,069200_M..N37R,Delancey St-Essex St,0
M,069400_M..S37R,Middle Village-Metropolitan Av,1
M,070000_M..N37R,Delancey St-Essex St,0
M,070200_M..S37R,Middle Village-Metropolitan Av,1
M,070800_M..N37R,Delancey St-Essex St,0
M,071000_M..S37R,Middle Village-Metropolitan Av,1
M,071600_M..N37R,Delancey St-Essex St,0
M,071800_M..S37R,Middle Village-Metropolitan Av,1
M,072400_M..N37R,Delancey St-Essex St,0
M,072600_M..S37R,Middle Village-Metropolitan Av,1
M,073200_M..N37R,Delancey St-Essex St,0
M,073400_M..S37R,Middle Village-Metropolitan Av,1
M,074000_M..N37R,Delancey St-Essex St,0
M,074200_M..S37R,Middle Village-Metropolitan Av,1
M,074800_M..N37R,Delancey St-Essex St,0
M,075000_M..S37R,Middle Village-Metropolitan Av,1
M,075600_M..N37R,Delancey St-Essex St,0
M,075800_M..S37R,Middle Village-Metropolitan Av,1
M,076400_M..N37R,Delancey St-Essex St,0
M,076600_M..S37R,Middle Village-Metropolitan Av,1
M,077200_M..N37R,Delancey St-Essex St,0
M,077400_M..S37R,Middle Village-Metropolitan Av,1
M,078000_M..N37R,Delancey St-Essex St,0
M,078200_M..S37R,Middle Village-Metropolitan Av,1
M,078800_M..N37R,Delancey St-Essex St,0
M,079000_M..S37R,Middle Village-Metropolitan Av,1
M,079600_M..N37R,Delancey St-Essex St,0
M,079800_M..S37R,Middle Village-Metropolitan Av,1
M,080400_M..N37R,Delancey St-Essex St,0
M,080600_M..S37R,Middle Village-Metropolitan Av,1
M,081200_M..N37R,Delancey St-Essex St,0
M,081400_M..S37R,Middle Village-Metropolitan Av,1
M,082000_M..N37R,Delancey St-Essex St,0
M,082200_M..S37R,Middle Village-Metropolitan Av,1
M,082800_M..N37R,Delancey St-Essex St,0
M,083000_M..S37R,Middle Village-Metropolitan Av,1
M,083600_M..N37R,Delancey St-Essex St,0
M,083800_M..S37R,Middle Village-Metropolitan Av,1
M,084400_M..N37R,Delancey St-Essex St,0
M,084600_M..S37R,Middle Village-Metropolitan Av,1
M,085200_M..N37R,Delancey St-Essex St,0
M,085400_M..S37R,Middle Village-Metropolitan Av,1
M,086000_M..N37R,Delancey St-Essex St,0
M,086200_M..S37R,Middle Village-Metropolitan Av,1
M,086800_M..N37R,Delancey St-Essex St,0
M,087000_M..S37R,Middle Village-Metropolitan Av,1
M,087600_M..N37R,Delancey St-Essex St,0
M,087800_M..S37R,Middle Village-Metropolitan Av,1
M,088400_M..N37R,Delancey St-Essex St,0
M,088600_M..S37R,Middle Village-Metropolitan Av,1
M,089200_M..N37R,Delancey St-Essex St,0
M,089400_M..S37R,Middle Village-Metropolitan Av,1
M,090000_M..N37R,Delancey St-Essex St,0
M,090200_M..S37R,Middle Village-Metropolitan Av,1
M,090800_M..N37R,Delancey St-Essex St,0
M,091000_M..S37R,Middle Village-Metropolitan Av,1
M,091600_M..N37R,Delancey St-Essex St,0
M,091800_M..S37R,Middle Village-Metropolitan Av,1
M,092400_M..N37R,Delancey St-Essex St,0
M,092600_M..S37R,Middle Village-Metropolitan Av,1
M,093200_M..N37R,Delancey St-Essex St,0
M,093400_M..S37R,Middle Village-Metropolitan Av,1
M,094000_M..N37R,Delancey St-Essex St,0
M,094200_M..S37R,Middle Village-Metropolitan Av,1
M,094800_M..N37R,Delancey St-Essex St,0
M,095000_M..S37R,Middle Village-Metropolitan Av,1
M,095600_M..N37R,Delancey St-Essex St,0
M,095800_M..S37R,Middle Village-Metropolitan Av,1
M,096400_M..N37R,Delancey St-Essex St,0
M,096600_M..S37R,Middle Village-Metropolitan Av,1
M,097200_M..N37R,Delancey St-Essex St,0
M,097400_M..S37R,Middle Village-Metropolitan Av,1
M,098000_M..N37R,Delancey St-Essex St,0
M,098200_M..S37R,Middle Village-Metropolitan Av,1
M,098800_M..N37R,Delancey St-Essex St,0
M,099000_M..S37R,Middle Village-Metropolitan Av,1
M,099600_M..N37R,Delancey St-Essex St,0
M,099800_M..S37R,Middle Village-Metropolitan Av,1
M,100400_M..N37R,Delancey St-Essex St,0
M,100600_M..S37R,Middle Village-Metropolitan Av,1
M,101200_M..N37R,Delancey St-Essex St,0
M,101400_M..S37R,Middle Village-Metropolitan Av,1
M,102000_M..N37R,Delancey St-Essex St,0
M,102200_M..S37R,Middle Village-Metropolitan Av,1
M,102800_M..N37R,Delancey St-Essex St,0
M,103000_M..S37R,Middle Village-Metropolitan Av,1
M,103600_M..N37R,Delancey St-Essex St,0
M,103800_M..S37R,Middle Village-Metropolitan Av,1
M,104400_M..N37R,Delancey St-Essex St,0
